epoch,loss
0,-0.18531247398309542
0,-0.21155536521875642,-0.31676958841190006
1,-0.3410114762551976,-0.4086245727120784
2,-0.41021431229289684,-0.4376142741295329
3,-0.45928449304406777,-0.5023452566381086
4,-0.4867482575699838,-0.525948961575826
5,-0.500604609220236,-0.5388079714356807
6,-0.5083834799496751,-0.5447735054451123
7,-0.529683418643432,-0.5218139939140856
8,-0.5271255390315466,-0.5656802638580924
9,-0.5474880767920822,-0.5729108724677772
10,-0.5512134645853126,-0.5505201691075375
11,-0.5573728214704284,-0.5876669622304147
12,-0.5543752379530097,-0.5862097865656802
13,-0.5688034360738177,-0.5988369720023975
14,-0.5768713480057684,-0.5686881461164408
15,-0.5652687829192075,-0.5808124139643552
16,-0.5749776642124951,-0.5617401165920392
17,-0.5724292404688242,-0.5915737057987013
18,-0.5858761653500167,-0.5705256953574064
19,-0.5926887947216368,-0.6192449069859689
20,-0.5999995205518708,-0.6190465683476967
21,-0.5999699427109015,-0.6186409508972838
22,-0.6013646887190509,-0.6140044864855314
23,-0.6076363840124064,-0.6294441871475756
24,-0.6162578573352412,-0.6275276207087332
25,-0.6160733176133874,-0.619392316592367
26,-0.6142427239795787,-0.6347739476906625
27,-0.6213171642371699,-0.6360997097534046
28,-0.6255798594732034,-0.625816134507196
29,-0.6243095716559574,-0.6227732980460451
30,-0.621825782222706,-0.6458289560518766
31,-0.630672208835134,-0.6385121408261751
32,-0.635214390461905,-0.6435285681172421
33,-0.6368022266317878,-0.649918722478967
